"","Fraction1_Ctrl_Rep1","Fraction1_RNase_Rep1","Fraction1_Ctrl_Rep2","Fraction1_RNase_Rep2","Fraction1_Ctrl_Rep3","Fraction1_RNase_Rep3","Fraction2_Ctrl_Rep1","Fraction2_RNase_Rep1","Fraction2_Ctrl_Rep2","Fraction2_RNase_Rep2","Fraction2_Ctrl_Rep3","Fraction2_RNase_Rep3","Fraction3_Ctrl_Rep1","Fraction3_RNase_Rep1","Fraction3_Ctrl_Rep2","Fraction3_RNase_Rep2","Fraction3_Ctrl_Rep3","Fraction3_RNase_Rep3","Fraction4_Ctrl_Rep1","Fraction4_RNase_Rep1","Fraction4_Ctrl_Rep2","Fraction4_RNase_Rep2","Fraction4_Ctrl_Rep3","Fraction4_RNase_Rep3","Fraction5_Ctrl_Rep1","Fraction5_RNase_Rep1","Fraction5_Ctrl_Rep2","Fraction5_RNase_Rep2","Fraction5_Ctrl_Rep3","Fraction5_RNase_Rep3","Fraction6_Ctrl_Rep1","Fraction6_RNase_Rep1","Fraction6_Ctrl_Rep2","Fraction6_RNase_Rep2","Fraction6_Ctrl_Rep3","Fraction6_RNase_Rep3","Fraction7_Ctrl_Rep1","Fraction7_RNase_Rep1","Fraction7_Ctrl_Rep2","Fraction7_RNase_Rep2","Fraction7_Ctrl_Rep3","Fraction7_RNase_Rep3","Fraction8_Ctrl_Rep1","Fraction8_RNase_Rep1","Fraction8_Ctrl_Rep2","Fraction8_RNase_Rep2","Fraction8_Ctrl_Rep3","Fraction8_RNase_Rep3","Fraction9_Ctrl_Rep1","Fraction9_RNase_Rep1","Fraction9_Ctrl_Rep2","Fraction9_RNase_Rep2","Fraction9_Ctrl_Rep3","Fraction9_RNase_Rep3","Fraction10_Ctrl_Rep1","Fraction10_RNase_Rep1","Fraction10_Ctrl_Rep2","Fraction10_RNase_Rep2","Fraction10_Ctrl_Rep3","Fraction10_RNase_Rep3","Fraction11_Ctrl_Rep1","Fraction11_RNase_Rep1","Fraction11_Ctrl_Rep2","Fraction11_RNase_Rep2","Fraction11_Ctrl_Rep3","Fraction11_RNase_Rep3","Fraction12_Ctrl_Rep1","Fraction12_RNase_Rep1","Fraction12_Ctrl_Rep2","Fraction12_RNase_Rep2","Fraction12_Ctrl_Rep3","Fraction12_RNase_Rep3","Fraction13_Ctrl_Rep1","Fraction13_RNase_Rep1","Fraction13_Ctrl_Rep2","Fraction13_RNase_Rep2","Fraction13_Ctrl_Rep3","Fraction13_RNase_Rep3","Fraction14_Ctrl_Rep1","Fraction14_RNase_Rep1","Fraction14_Ctrl_Rep2","Fraction14_RNase_Rep2","Fraction14_Ctrl_Rep3","Fraction14_RNase_Rep3","Fraction15_Ctrl_Rep1","Fraction15_RNase_Rep1","Fraction15_Ctrl_Rep2","Fraction15_RNase_Rep2","Fraction15_Ctrl_Rep3","Fraction15_RNase_Rep3","Fraction16_Ctrl_Rep1","Fraction16_RNase_Rep1","Fraction16_Ctrl_Rep2","Fraction16_RNase_Rep2","Fraction16_Ctrl_Rep3","Fraction16_RNase_Rep3","Fraction17_Ctrl_Rep1","Fraction17_RNase_Rep1","Fraction17_Ctrl_Rep2","Fraction17_RNase_Rep2","Fraction17_Ctrl_Rep3","Fraction17_RNase_Rep3","Fraction18_Ctrl_Rep1","Fraction18_RNase_Rep1","Fraction18_Ctrl_Rep2","Fraction18_RNase_Rep2","Fraction18_Ctrl_Rep3","Fraction18_RNase_Rep3","Fraction19_Ctrl_Rep1","Fraction19_RNase_Rep1","Fraction19_Ctrl_Rep2","Fraction19_RNase_Rep2","Fraction19_Ctrl_Rep3","Fraction19_RNase_Rep3","Fraction20_Ctrl_Rep1","Fraction20_RNase_Rep1","Fraction20_Ctrl_Rep2","Fraction20_RNase_Rep2","Fraction20_Ctrl_Rep3","Fraction20_RNase_Rep3","Fraction21_Ctrl_Rep1","Fraction21_RNase_Rep1","Fraction21_Ctrl_Rep2","Fraction21_RNase_Rep2","Fraction21_Ctrl_Rep3","Fraction21_RNase_Rep3","Fraction22_Ctrl_Rep1","Fraction22_RNase_Rep1","Fraction22_Ctrl_Rep2","Fraction22_RNase_Rep2","Fraction22_Ctrl_Rep3","Fraction22_RNase_Rep3","Fraction23_Ctrl_Rep1","Fraction23_RNase_Rep1","Fraction23_Ctrl_Rep2","Fraction23_RNase_Rep2","Fraction23_Ctrl_Rep3","Fraction23_RNase_Rep3","Fraction24_Ctrl_Rep1","Fraction24_RNase_Rep1","Fraction24_Ctrl_Rep2","Fraction24_RNase_Rep2","Fraction24_Ctrl_Rep3","Fraction24_RNase_Rep3","Fraction25_Ctrl_Rep1","Fraction25_RNase_Rep1","Fraction25_Ctrl_Rep2","Fraction25_RNase_Rep2","Fraction25_Ctrl_Rep3","Fraction25_RNase_Rep3"
"CTBL1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6301.1,6559.3,7374.9,1764.7,5647.6,7729.2,8561.5,9394.5,2980.2,4999.6,6719.5,6857.1,10912,9478.8,8961.4,4793.2,7029.5,5923.5,6018,5538.5,4452.7,2701,2779.9,3262.1,8180.8,7130.6,4168.5,3168.5,2433.3,3184.2,8290.8,7194,3078.9,2151.9,3176.9,3041.3,6244.4,5260.4,2336.7,2215.6,1614.2,1686.8,0,0,0,0,0,0,6297.6,4119.4,1875.5,1239.1,1589.4,822.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCS2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,18815,14125,5499.7,9590.5,8418.6,0,0,0,0,0,0,58735,38370,15423,19657,25459,9664.9,53173,44624,16647,15057,24454,10823,76325,41242,15910,15227,20390,7658.1,7985.3,12187,5156,6514.3,6423.4,3801.6,102500,69544,44148,24799,43092,26828,21502,16082,12609,11783,13310,6683,14639,7892.2,10016,3800.7,6888.9,1964.6,8568.3,4193.9,4763.7,2115.6,4129.5,1299.9,14924,5771.1,9481.7,1905.6,8916.6,2501.6,1381.2,433.88,1196.5,71.287,1031.9,209.96,3135.8,470.41,3416.8,0,1163.1,120.15,9626.5,376.95,7524.3,0,1362.9,203.59,0,0,0,0,0,0,0,0,0,0,0,0,3890.1,1362.7,4874.3,1773.2,1388.6,99.535
"HNRDL_HUMAN",0,0,0,0,0,0,3357.1,2938.1,1470.8,14635,734.6,59956,3749.4,64030,3507,34918,5166.5,14959,657.46,12942,0,4261.4,0,46708,3592.5,16060,1236.3,5238.1,1579,7779.6,838.65,7076.7,0,1059.4,129.9,2855.7,0,0,0,0,0,0,1047.5,691.77,463.75,152.86,219.83,258.98,3179.6,712.44,994.33,0,652.57,310.71,0,0,0,0,0,0,23775,15484,11267,7786.4,14257,3926.9,11911,1437.2,4187.4,405.7,4496.1,322.23,15990,1282,5764.2,323.9,4415.2,267.1,0,0,0,0,0,0,12050,176.92,7567,0,4467.2,188.33,6336.8,869.91,6439.3,0,5676.3,0,20465,3361.2,18297,1063.3,16281,680.66,61995,2148.6,62910,534.55,38216,895.45,29837,5048.7,26454,569.66,22634,2174.7,23720,947.09,15909,274.32,12544,228.04,35343,1049.1,35229,0,16807,494.97,13869,0,9682.5,0,3269.4,62.208,29688,0,23105,0,10286,334.9,24300,1093.8,12417,213.56,19530,360.33,0,0,0,0,0,0
"APC16_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542.9,3692.9,2275.7,1248.4,1982.2,1211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLIRP_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9595.8,11018,7856,10714,7230.9,8110.6,58386,51422,39962,28562,25850,32170,83478,74592,38415,24545,22349,22397,71960,53472,28081,20062,34560,18703,66779,63656,22275,16809,32395,10022,35498,37043,14762,10672,17043,7182.8,22024,10755,5175.7,2217.8,4595.8,1809.7,10706,9311.4,9678.8,3361.4,8683.6,3197,22802,10561,12613,3669.7,9718.4,3787.3,6446.3,2423,4707.4,1346.9,4386,999.9,7710.9,1577.2,8942.3,754.81,5353.2,508,24832,2232.8,22271,964.53,11280,982.55,13398,1581.2,12308,142.06,8427.7,636.94,3403.8,316.55,2500.5,67.005,1578.6,0,22059,217.93,28672,22.013,6789.6,0,55467,0,41113,0,8524.3,435.92,23290,229.95,17168,0,5371.2,199.42,8670.8,293.34,5779.1,88.596,4524.2,0,13632,1818.1,13460,2631.6,5152.5,0
"GPX1_HUMAN",0,0,0,0,0,0,7024.4,0,991.55,645.67,768.92,1300.7,0,0,0,0,0,0,0,0,0,0,0,0,40574,53566,52381,17601,27298,38992,24472,41088,5633.6,10956,21156,20438,8943.9,11580,9597.6,4129.9,5964.1,6600.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYEF2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26569,1201.1,31953,0,10915,391.05,37064,54.095,29060,0,13209,292.77,25423,102.84,17675,0,7999.6,174.61,37040,1056.9,20989,592.13,24550,303.68,52168,6405.5,47135,8607.6,24290,496.82
"IF2P_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19144,42136,19831,17855,14341,32623,2825.6,11193,341.47,3375.9,1712.6,6622.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5409.6,4083.5,6690.3,1804.5,8122.8,1207.6,10093,4361.1,10281,464.58,11761,1078.7,6214,1171.6,8342.6,297.11,10396,181.23,10203,455.87,13015,0,10957,98.937,7795.3,2185.8,9406.2,1105,4895.4,543.57,15225,1461.9,22740,96.7,15235,593.89,11367,751.68,15045,306.97,5525.9,205.72,83267,283.21,65359,5.5656,13100,366.86,94177,150.73,47871,107.14,7913.8,690.11,13496,0,6436.5,0,2117.7,184.36,0,0,0,0,0,0,0,0,0,0,0,0
"BASI_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,3866.7,5122.9,4136.1,1637.6,1668.5,1290.1,22151,5062,38914,558.82,14895,50287,43259,63728,47705,14056,25537,43816,33727,40061,7074.3,12068,19036,32515,20451,27507,12967,8118.9,12067,16333,60549,55027,38013,17674,36346,36268,22995,20288,12114,5748.8,13063,9766,64118,48423,33844,19932,42325,25941,47978,29295,14552,12198,14989,7127.8,52710,38445,20671,18026,27873,11805,69523,36757,17145,15906,17129,6981.3,11778,19891,10146,15226,14311,7377.9,65877,40087,34169,29099,37723,17127,18139,10423,11277,10159,11554,4208.8,6933.2,2734.2,3829.6,1914.9,4207.9,866.27,32450,9215.6,23133,6811.6,15711,4129.3,34780,10068,28972,5528.8,22090,5150.7,1360.2,333.25,919.66,180.79,799.11,173.02,3308.6,462.33,2379.3,146.19,1655,149.89,15095,1889.3,8814.4,1766.2,6151.1,1181.2,4544.3,551.59,2673.5,208.36,1329.2,130.25,2206.3,519.19,1410.9,328.91,1246.1,99.653,9260.9,5141.8,12454,10260,5302.5,581.41
"NEMO_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,1169.1,878.03,979.17,601.18,1084.2,469.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15123,16309,14674,12484,16011,15356,9071.7,9024.2,8199,7803.4,5773.6,4850,9876.3,8231.7,5732,4204.2,3266.3,2840.7,7736.6,5855,3158.7,2785.7,3020.9,1932.8,12218,9823.9,4599,5066.8,4344.4,2859.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSIP2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9062.9,9728.3,4942.8,9965.3,6231.7,3614.2,13642,7425.8,4635.3,4664.3,4783.5,1908.9,8393,6071.7,3013.7,2955,2963.2,763.91,0,0,0,0,0,0,8897.7,3863.4,3642,2206.8,4875.2,2116.1,4716,1244.5,2507.4,1352.3,2210.5,836.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDLI2_HUMAN",0,0,0,0,0,0,589.81,0,362.91,0,630.96,1011.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C1TM_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33165,30662,28662,17516,25695,32926,99906,89048,13462,34637,47839,84141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAT1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112.6,2745.6,2257.9,989.96,1674.7,892.89,1938.8,2440.9,1674.2,1218.3,1430.6,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLH1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119670,141480,112110,89740,132520,156810,1033000,778000,788070,404160,980270,1109200,2314900,1858800,1503400,479310,640110,764490,1562800,957830,600270,309450,754070,388550,1258500,928200,373470,289430,424890,193170,614630,620890,191960,122020,215370,87264,633170,365890,102250,93447,95310,39384,76918,128700,67257,51614,46276,27669,140650,89155,69017,29204,41859,25730,65796,40605,37946,24547,25006,12447,39803,19572,27571,9600.6,16173,3965.1,32521,17456,19099,7126.8,12116,4303.7,32544,19003,22126,6040.4,15620,6016.5,20617,6934.9,8429,1609.6,5754.7,1944.5,10813,3164.5,9052.5,1249.1,4010.3,528.17,5048.2,341.94,3348.4,311.72,1364.8,0,14239,3912.2,8830.3,1044.1,2432.1,1145.4,19894,9404.7,18468,5607,8039.1,1819,46253,23536,46072,27819,12784,2931.8
"NDKM_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10388,8292.1,3801,2644.8,11908,2721.2,0,0,0,0,0,0,0,0,0,0,0,0,5435.2,4978.7,5240,1943.9,8738.5,1701.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983.4,740.67,1888.2,311.96,1262.6,203.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHLB1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5752.4,1337.4,12126,416.88,8383.8,10481,4583.4,4538.4,2269,2328.3,2274.6,2743.8,11575,11112,1670.4,5896.4,6261.4,10979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPOE1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900.2,2654.2,942.47,894.33,1228.1,1025.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCB7_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18473,14938,6036.9,2722.1,10076,4855.5,22302,12189,5352.9,4370,8321.5,2417.2,9097.8,8225.4,2840.1,1781.6,4935.6,2032.3,25988,16312,6508.4,5889.1,6386.2,2737.6,3404.1,5999.1,2884.7,3159.1,2379.9,2000.3,9508.2,8979.3,4647.1,3175.4,4249.1,3570,2824.5,3173,2158.2,2046.7,1739.8,1226.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L2GL1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6293.9,6063.6,5893.7,4246.8,3399.7,3840.7,21943,23938,14210,3717.6,11316,6947.6,0,0,0,0,0,0,11983,5613.3,5240.1,1549.5,6765.1,2109.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPOD2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072.3,2687.4,1978.1,1047,1169.4,1418,0,0,0,0,0,0,0,0,0,0,0,0,10740,14100,6551.3,7266.2,9290.6,8478.1,2653.8,2205.8,2441.3,944.74,1448.5,827.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMPR2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30643,26438,20505,8562.8,11528,20524,32079,31171,13782,9283.4,6842,9926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBM15_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10236,2.9313,7503.6,0,2081.5,0,6109.7,315.44,4226.4,79.354,1708.7,107.8,0,0,0,0,0,0,604.32,0,226.55,0,135.93,0
"THOC1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424.8,5601.8,2181.9,3696.3,2201.2,2884.9,5598.1,9818.1,3044.1,2708.9,3835.8,3406.9,3733.7,5829.9,3979.7,2361.5,5686.7,2271.6,3808,2791.2,4431.1,1136.5,3423.7,383.61,7335,4405.6,6593.1,1618.3,5032.8,1388.1,3736.1,2820.1,5679.8,377.3,4575,1060.3,1836.5,270.82,1566.4,33.073,1270.5,97.273,10491,814.04,11606,18.355,4079.9,228.53,3880.3,0,3641.1,0,501.12,0,3330.4,183.6,2494.4,0,468.32,0,0,0,0,0,0,0,2832.7,284.58,2194.8,663.52,549.31,0
"TPM3_HUMAN",1311,147.51,293.97,720.64,1478.7,795.59,73484,0,25952,9435.6,24982,50595,59019,60185,45071,36467,66497,49132,77605,88078,98640,8935.9,65901,172620,60663,49046,28269,18257,20242,41528,16874,15037,3309.5,4013.7,6763.1,9783.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30265,23042,17434,12324,10739,5511.8,0,0,0,0,0,0,2842.6,1566.1,2893.9,857.21,1658.5,575.62,4882,1731.3,4791.6,628.8,1982.7,536.99,16256,5015.3,16272,2561.8,4578.3,2105.3,5962.3,2700.3,8873.8,350.9,4323.2,1433.3,8435.5,1034,8146.6,305.24,2809,579.11,14843,1761.4,19958,428.3,5157.8,429.12,13179,1035.2,12717,375.84,2549.7,570.49,34064,6410,37904,1603.3,9581.7,2402.8,7776.2,2625.1,9625.9,1262.9,3231.2,840.87,39956,30555,51153,26488,20540,5126.8
"SAM11_HUMAN",0,0,0,0,0,0,3835.7,0,1937.4,440.29,1537.9,2720.3,6561.5,7556.5,6136.2,3142.9,4785.7,2262.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUAA_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9263,6660.2,2199.9,1065.2,3062.5,1220.8,0,0,0,0,0,0,9127.3,13261,4100.8,6407.8,4625.4,3027.2,6788.2,4928.8,4571.7,1597.1,3045.5,1643.4,0,0,0,0,0,0,2115.7,773.07,1587.3,310.02,622.35,233.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CADH1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105.6,743.53,11947,83.209,5835,8240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22010,20928,13493,5544.4,12386,15544,19006,15040,8004.5,4089.6,5945.4,6728.2,24495,18603,11047,5509.7,17145,9474.1,61308,50048,23779,26583,30312,16004,41529,36989,15572,13171,19008,8360.9,21723,13259,4663.7,4914.1,5187.4,2520.3,6144,11306,5633,5661.7,4968.1,3715,12336,11386,7599.6,3503.9,6260.5,5022,7997.2,8618.5,6538.1,5608,5859.3,3114.2,1115.4,670.2,1176,505.65,786.05,395.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
